,annee,code,nom,conso,dept
0,2019,92048,meudon,3.058,92
91,2019,78401,meulan-en-yvelines,4.15,78
101,2019,45203,meung-sur-loire,4.759,45
103,2019,62573,meurchin,5.388,62
104,2019,01244,meximieux,5.638,1
110,2019,38229,meylan,3.993,38
152,2019,19136,meymac,4.15,19
153,2019,38230,meyrié,6.69,38
154,2019,69282,meyzieu,4.693,69
195,2019,74183,mieussy,5.485,74
196,2019,89257,migennes,3.646,89
203,2019,30169,milhaud,5.757,30
205,2019,12145,millau,3.563,12
230,2019,69133,millery,7.013,69
232,2019,91405,milly-la-forêt,6.947,91
233,2019,40184,mimizan,4.184,40
240,2019,69283,mions,5.415,69
250,2019,13063,miramas,4.581,13
269,2019,21416,mirebeau-sur-bèze,4.867,21
270,2019,88304,mirecourt,3.536,88
271,2019,64386,mirepeix,5.564,64
272,2019,01249,miribel,4.641,1
280,2019,77293,misy-sur-yonne,5.969,77
281,2019,77294,mitry-mory,4.391,77
286,2019,73157,modane,3.795,73
290,2019,38239,moirans,5.112,38
292,2019,39333,moirans-en-montagne,4.426,39
293,2019,82112,moissac,5.204,82
296,2019,95409,moisselles,4.822,95
297,2019,77296,moissy-cramayel,4.52,77
315,2019,30171,molières-sur-cèze,4.528,30
316,2019,57474,mondelange,3.721,57
318,2019,14437,mondeville,3.145,14
331,2019,31351,mondonville,5.142,31
340,2019,84078,mondragon,6.998,84
341,2019,64393,monein,5.442,64
342,2019,43137,monistrol-sur-loire,4.931,43
343,2019,59410,mons-en-baroeul,2.731,59
365,2019,76443,mont-cauvaire,6.486,76
366,2019,63236,mont-dore,3.028,63
372,2019,76451,mont-saint-aignan,3.853,76
404,2019,74189,mont-saxonnex,4.992,74
405,2019,40192,mont-de-marsan,4.17,40
423,2019,54380,mont-le-vignoble,7.105,54
424,2019,34162,montagnac,5.214,34
427,2019,69136,montagny,7.548,69
428,2019,38247,montalieu-vercieu,6.534,38
429,2019,45208,montargis,2.912,45
458,2019,31358,montastruc-la-conseillère,7.313,31
459,2019,82121,montauban,4.798,82
504,2019,35184,montauban-de-bretagne,5.252,35
506,2019,21425,montbard,3.293,21
515,2019,34165,montbazin,6.648,34
516,2019,34166,montblanc,6.625,34
517,2019,38249,montbonnot-saint-martin,4.831,38
525,2019,42147,montbrison,3.926,42
539,2019,25388,montbéliard,2.613,25
578,2019,71306,montceau-les-mines,3.03,71
597,2019,71310,montchanin,4.665,71
598,2019,04126,montclar,2.578,4
599,2019,56137,monterblanc,6.266,56
600,2019,77305,montereau-fault-yonne,3.666,77
625,2019,78418,montesson,5.377,78
632,2019,84080,monteux,5.8,84
636,2019,93047,montfermeil,4.93,93
645,2019,25397,montferrand-le-château,4.764,25
647,2019,38256,montferrat,6.678,38
648,2019,78420,montfort-l'amaury,7.062,78
650,2019,35188,montfort-sur-meu,4.807,35
652,2019,35189,montgermont,4.785,35
655,2019,91421,montgeron,4.39,91
686,2019,31381,montgiscard,6.707,31
687,2019,89003,montholon,5.499,89
688,2019,59414,montigny-en-ostrevent,4.691,59
689,2019,78423,montigny-le-bretonneux,5.258,78
733,2019,95424,montigny-lès-cormeilles,4.075,95
745,2019,77312,montigny-sur-loing,6.867,77
746,2019,76447,montivilliers,5.093,76
761,2019,31384,montlaur,6.653,31
762,2019,25403,montlebon,5.672,25
763,2019,91425,montlhéry,5.238,91
770,2019,95426,montlignon,6.988,95
771,2019,37156,montlouis-sur-loire,5.365,37
772,2019,01262,montluel,4.77,1
781,2019,03185,montluçon,2.886,3
812,2019,95427,montmagny,4.982,95
826,2019,51380,montmirail,6.22,51
827,2019,95428,montmorency,4.451,95
848,2019,86165,montmorillon,4.255,86
850,2019,39362,montmorot,3.639,39
852,2019,51381,montmort-lucy,6.941,51
853,2019,73171,montmélian,2.744,73
854,2019,44103,montoir-de-bretagne,4.804,44
857,2019,34172,montpellier,3.049,34
1284,2019,13055,marseille,3.643,13
2089,2019,34151,marsillargues,5.831,34
2092,2019,81156,marssac-sur-tarn,5.467,81
2093,2019,33273,martignas-sur-jalle,6.404,33
2096,2019,01237,martignat,5.681,1
2098,2019,13056,martigues,4.783,13
2111,2019,33274,martillac,6.976,33
2112,2019,85138,martinet,6.542,85
2113,2019,48092,marvejols,4.278,48
2116,2019,77280,mary-sur-marne,7.0,77
2117,2019,58160,marzy,6.337,58
2118,2019,68201,masevaux-niederbruck,4.656,68
2120,2019,15119,massiac,4.76,15
2121,2019,91377,massy,2.681,91
2209,2019,14407,mathieu,7.74,14
2210,2019,59392,maubeuge,3.225,59
2217,2019,34154,mauguio,4.668,34
2239,2019,78380,maule,6.855,78
2242,2019,78382,maurecourt,6.272,78
2244,2019,78383,maurepas,3.646,78
2263,2019,15120,mauriac,4.872,15
2264,2019,13058,maussane-les-alpilles,8.058,13
2265,2019,54357,maxéville,2.961,54
2270,2019,53147,mayenne,4.323,53
2282,2019,81163,mazamet,3.768,81
2284,2019,64373,mazères-lezons,4.345,64
2285,2019,25356,maîche,4.873,25
2286,2019,77284,meaux,3.641,77
2351,2019,74173,megève,3.556,74
2369,2019,35173,melesse,5.557,35
2372,2019,29147,mellac,5.521,29
2373,2019,77288,melun,3.111,77
2452,2019,48095,mende,4.135,48
2458,2019,91386,mennecy,4.5,91
2466,2019,74176,menthon-saint-bernard,7.6,74
2467,2019,06083,menton,2.987,6
2549,2019,95388,menucourt,4.024,95
2551,2019,41136,mer,5.054,41
2553,2019,62571,merlimont,3.542,62
2555,2019,90068,meroux-moval,6.333,90
2557,2019,80533,mers-les-bains,2.741,80
2560,2019,59400,merville,5.066,59
2561,2019,31341,merville,6.698,31
2562,2019,14409,merville-franceville-plage,3.394,14
2564,2019,17230,meschers-sur-gironde,4.803,17
2566,2019,53152,meslay-du-maine,5.725,53
2567,2019,21408,messigny-et-vantoux,5.925,21
2568,2019,69131,messimy,6.353,69
2571,2019,77292,messy,7.671,77
2578,2019,06088,nice,3.224,6
3424,2019,57508,nilvange,3.721,57
3425,2019,79191,niort,3.295,79
3459,2019,38276,nivolas-vermelle,5.348,38
3460,2019,60462,noailles,6.13,60
3461,2019,62617,noeux-les-mines,3.743,62
3462,2019,52353,nogent,4.409,52
3464,2019,28279,nogent-le-roi,5.988,28
3465,2019,28280,nogent-le-rotrou,4.043,28
3475,2019,94052,nogent-sur-marne,3.878,94
3541,2019,60463,nogent-sur-oise,3.559,60
3563,2019,10268,nogent-sur-seine,5.537,10
3571,2019,95452,nointel,7.654,95
3572,2019,85163,noirmoutier-en-l'île,4.719,85
3573,2019,94053,noiseau,5.614,94
3574,2019,77337,noisiel,3.115,77
3588,2019,93051,noisy-le-grand,4.361,93
3701,2019,78455,noisy-le-roi,6.392,78
3714,2019,93053,noisy-le-sec,3.039,93
3771,2019,88327,nomexy,3.999,88
3772,2019,74202,nonglard,6.421,74
3773,2019,24311,nontron,4.417,24
3774,2019,21462,norges-la-ville,6.036,21
3775,2019,44110,nort-sur-erdre,6.052,44
3778,2019,76474,notre-dame-de-bondeville,3.741,76
3784,2019,85164,notre-dame-de-monts,3.213,85
3787,2019,73190,notre-dame-du-pré,4.033,73
3788,2019,50382,nouainville,7.908,50
3789,2019,41161,nouan-le-fuzelier,5.94,41
3790,2019,64419,nousty,7.001,64
3791,2019,08328,nouzonville,4.008,8
3793,2019,35206,noyal-châtillon-sur-seiche,4.072,35
3803,2019,35207,noyal-sur-vilaine,4.717,35
3806,2019,62624,noyelles-godault,3.991,62
3808,2019,62628,noyelles-sous-lens,3.397,62
3810,2019,60471,noyon,3.608,60
3816,2019,44113,nozay,5.61,44
3817,2019,91458,nozay,5.515,91
3820,2019,21464,nuits-saint-georges,4.165,21
3821,2019,26220,nyons,4.123,26
3826,2019,78451,nézel,6.127,78
3827,2019,30189,nîmes,3.943,30
3886,2019,69123,lyon,2.985,69
4326,2019,49373,lys-haut-layon,6.286,49
4327,2019,59367,lys-lez-lannoy,3.713,59
4340,2019,33236,lège-cap-ferret,5.357,33
4348,2019,31291,léguevin,5.485,31
4352,2019,33238,léognan,5.723,33
4353,2019,77249,lésigny,6.462,77
4355,2019,31297,lévignac,6.704,31
4356,2019,30147,lézan,6.195,30
4357,2019,11203,lézignan-corbières,5.478,11
4364,2019,42127,mably,4.586,42
4366,2019,33262,macau,6.272,33
4367,2019,44087,machecoul-saint-même,5.94,44
4368,2019,57428,macheren,4.826,57
4369,2019,35257,maen roch,5.931,35
4370,2019,51663,magenta,4.231,51
4371,2019,95355,magny-en-vexin,5.43,95
4374,2019,77268,magny-le-hongre,5.675,77
4382,2019,78356,magny-les-hameaux,4.788,78
4386,2019,54332,maidières,4.769,54
4387,2019,28227,maintenon,5.269,28
4388,2019,59370,mairieux,6.079,59
4389,2019,94046,maisons-alfort,2.949,94
4504,2019,78358,maisons-laffitte,3.934,78
4543,2019,57433,maizières-lès-metz,3.262,57
4552,2019,92046,malakoff,2.963,92
4596,2019,76402,malaunay,5.062,76
4597,2019,25361,malbuisson,4.381,25
4598,2019,19123,malemort,5.279,19
4600,2019,26170,malissard,6.28,26
4601,2019,25362,malpas,6.377,25
4602,2019,54339,malzéville,3.903,54
4605,2019,72180,mamers,4.148,72
4607,2019,25364,mamirolle,6.174,25
4608,2019,06079,mandelieu-la-napoule,3.613,6
4638,2019,25367,mandeure,3.965,25
4639,2019,94047,mandres-les-roses,7.262,94
4642,2019,30155,manduel,6.47,30
4643,2019,76409,mannevillette,8.638,76
4644,2019,04112,manosque,5.105,4
4650,2019,78361,mantes-la-jolie,3.237,78
4717,2019,78362,mantes-la-ville,3.898,78
4736,2019,34148,maraussan,6.27,34
4737,2019,33555,marcheprime,6.638,33
4739,2019,12138,marcillac-vallon,4.63,12
4740,2019,62548,marck,6.093,62
4741,2019,67281,marckolsheim,5.513,67
4742,2019,91363,marcoussis,6.613,91
4746,2019,59378,marcq-en-baroeul,4.007,59
4777,2019,78367,mareil-marly,6.191,78
4779,2019,17219,marennes-hiers-brouage,5.645,17
4780,2019,95369,margency,5.75,95
4784,2019,60382,margny-lès-compiègne,3.722,60
4789,2019,13054,marignane,5.368,13
4813,2019,74164,marignier,5.908,74
4817,2019,10224,marigny-le-châtel,7.79,10
4818,2019,74166,marin,5.625,74
4821,2019,95370,marines,6.125,95
4822,2019,59383,marly,3.189,59
4826,2019,95371,marly-la-ville,5.703,95
4827,2019,78372,marly-le-roi,3.439,78
4866,2019,71282,marmagne,5.254,71
4867,2019,47157,marmande,4.242,47
4871,2019,70334,marnay,5.351,70
4872,2019,74169,marnaz,5.583,74
4877,2019,94048,marolles-en-brie,11.608,94
4878,2019,91376,marolles-en-hurepoix,5.746,91
4881,2019,76410,maromme,2.849,76
4887,2019,59386,marquette-lez-lille,3.933,59
4892,2019,21390,marsannay-la-côte,4.083,21
4896,2019,34150,marseillan,3.284,34
5309,2019,67338,obenheim,6.181,67
5310,2019,19153,objat,4.974,19
5312,2019,76481,octeville-sur-mer,7.821,76
5313,2019,69145,odenas,7.63,69
5314,2019,57521,oeting,5.621,57
5315,2019,76482,offranville,5.217,76
5316,2019,67360,ohnenheim,6.853,67
5317,2019,62637,oignies,3.883,62
5320,2019,76484,oissel,3.911,76
5323,2019,45232,olivet,4.473,45
5340,2019,91461,ollainville,6.663,91
5342,2019,83090,ollioules,6.028,83
5348,2019,64422,oloron-sainte-marie,3.714,64
5352,2019,40209,ondres,5.144,40
5356,2019,12176,onet-le-château,4.307,12
5365,2019,59447,onnaing,3.944,59
5367,2019,06089,opio,10.491,6
5369,2019,84087,orange,4.724,84
5384,2019,59449,orchies,4.571,59
5388,2019,78466,orgeval,7.753,78
5389,2019,35208,orgères,4.738,35
5390,2019,94054,orly,2.966,94
5437,2019,45234,orléans,3.264,45
5635,2019,91468,ormoy,7.406,91
5638,2019,91469,ormoy-la-rivière,7.685,91
5639,2019,25434,ornans,5.474,25
5640,2019,01281,ornex,5.641,1
5650,2019,91471,orsay,4.694,91
5664,2019,64430,orthez,4.151,64
5672,2019,44114,orvault,4.175,44
5701,2019,95476,osny,6.26,95
5706,2019,66130,osséja,3.413,66
5707,2019,68252,ostheim,5.441,68
5708,2019,77349,othis,6.07,77
5713,2019,14488,ouistreham,3.785,14
5725,2019,69149,oullins,2.965,69
5789,2019,62643,outreau,3.48,62
5790,2019,62645,oye-plage,7.257,62
5791,2019,01283,oyonnax,3.881,1
5828,2019,77350,ozoir-la-ferrière,6.302,77
5840,2019,35210,pacé,4.924,35
5850,2019,22162,paimpol,4.692,22
5855,2019,91477,palaiseau,3.392,91
5887,2019,34192,palavas-les-flots,2.924,34
5914,2019,09225,pamiers,3.708,9
5925,2019,87114,panazol,4.613,87
5929,2019,93055,pantin,2.751,93
6068,2019,71342,paray-le-monial,3.419,71
6070,2019,01285,parcieux,6.064,1
6071,2019,33312,parempuyre,5.349,33
6077,2019,40217,parentis-en-born,5.54,40
6078,2019,75056,paris,2.941,75
6490,2019,30182,montpezat,6.722,30
6491,2019,31389,montrabé,6.351,31
6492,2019,93048,montreuil,3.141,93
6555,2019,62588,montreuil,4.123,62
6651,2019,49214,montreuil-juigné,4.599,49
6655,2019,49218,montrevault-sur-èvre,6.2,49
6656,2019,01266,montrevel-en-bresse,4.987,1
6657,2019,41151,montrichard val de cher,4.945,41
6658,2019,74188,montriond,6.321,74
6661,2019,42149,montrond-les-bains,4.885,42
6667,2019,92049,montrouge,3.217,92
6768,2019,77315,montry,6.153,77
6769,2019,01265,montréal-la-cluse,4.62,1
6770,2019,37159,monts,6.108,37
6772,2019,26198,montélimar,4.541,26
6813,2019,77307,montévrain,4.589,77
6830,2019,78431,morainvilliers,9.812,78
6831,2019,91432,morangis,5.044,91
6845,2019,39367,morbier,4.895,39
6846,2019,40197,morcenx-la-nouvelle,5.712,40
6847,2019,35196,mordelles,4.553,35
6853,2019,38261,morestel,6.783,38
6854,2019,77316,moret-loing-et-orvanne,5.441,77
6858,2019,80570,moreuil,4.634,80
6859,2019,91433,morigny-champigny,7.735,91
6860,2019,84081,morières-lès-avignon,6.405,84
6862,2019,29151,morlaix,3.426,29
6880,2019,64405,morlaàs,5.543,64
6881,2019,69141,mornant,5.309,69
6882,2019,91434,morsang-sur-orge,4.458,91
6899,2019,57484,morsbach,4.319,57
6900,2019,68218,morschwiller-le-bas,4.776,68
6901,2019,61293,mortagne-au-perche,4.131,61
6902,2019,17248,mortagne-sur-gironde,5.262,17
6903,2019,25411,morteau,3.645,25
6912,2019,60432,mortefontaine,7.839,60
6914,2019,74191,morzine,4.15,74
6924,2019,06084,mouans-sartoux,7.605,6
6940,2019,06085,mougins,8.581,6
6966,2019,03190,moulins,2.92,3
6980,2019,33297,moulis-en-médoc,6.612,33
6981,2019,64410,mourenx,2.524,64
6988,2019,13065,mouriès,7.055,13
6989,2019,51388,mourmelon-le-grand,6.107,51
6990,2019,77322,moussy-le-neuf,6.15,77
6993,2019,77323,moussy-le-vieux,6.498,77
6994,2019,59421,mouvaux,4.735,59
6999,2019,60439,mouy,4.785,60
7000,2019,57491,moyeuvre-grande,3.729,57
7002,2019,73181,moûtiers,4.442,73
7005,2019,68223,muhlbach-sur-munster,4.507,68
7006,2019,68224,mulhouse,2.824,68
7151,2019,68226,munster,3.318,68
7156,2019,31395,muret,4.845,31
7170,2019,17253,muron,7.02,17
7171,2019,24299,mussidan,4.139,24
7172,2019,71270,mâcon,2.788,71
7235,2019,34157,mèze,4.987,34
7241,2019,62570,méricourt,3.587,62
7243,2019,95392,mériel,5.563,95
7245,2019,33281,mérignac,3.67,33
7352,2019,84074,mérindol,7.146,84
7353,2019,60395,méru,5.153,60
7360,2019,73155,méry,6.474,73
7362,2019,95394,méry-sur-oise,6.017,95
7364,2019,14431,mézidon vallée d'auge,6.071,14
7367,2019,78402,mézières-sur-seine,6.994,78
7368,2019,49223,mûrs-erigné,5.393,49
7370,2019,31396,nailloux,6.391,31
7372,2019,25418,nancray,6.16,25
7373,2019,54395,nancy,2.928,54
7565,2019,77326,nandy,4.454,77
7569,2019,77327,nangis,4.321,77
7576,2019,74197,nangy,6.692,74
7577,2019,92050,nanterre,2.809,92
7716,2019,44109,nantes,2.833,44
8397,2019,60446,nanteuil-le-haudouin,6.02,60
8399,2019,77330,nanteuil-lès-meaux,6.296,77
8405,2019,01269,nantua,4.135,1
8409,2019,11262,narbonne,3.951,11
8444,2019,37163,nazelles-négron,4.84,37
8445,2019,78442,neauphle-le-château,6.046,78
8449,2019,78443,neauphle-le-vieux,6.892,78
8450,2019,77333,nemours,4.024,77
8462,2019,80585,nesle,4.575,80
8463,2019,88321,neufchâteau,3.568,88
8468,2019,62604,neufchâtel-hardelot,4.236,62
8478,2019,76462,neufchâtel-en-bray,3.981,76
8480,2019,93049,neuilly-plaisance,4.317,93
8510,2019,02543,neuilly-saint-front,6.926,2
8511,2019,60450,neuilly-en-thelle,5.684,60
8513,2019,52348,neuilly-l'évêque,5.078,52
8514,2019,21452,neuilly-lès-dijon,4.299,21
8515,2019,93050,neuilly-sur-marne,3.129,93
8576,2019,92051,neuilly-sur-seine,3.388,92
8731,2019,74200,neuvecelle,5.767,74
8733,2019,86177,neuville-de-poitou,5.886,86
8734,2019,59426,neuville-en-ferrain,4.446,59
8738,2019,69143,neuville-sur-saône,3.405,69
8743,2019,58193,neuvy-sur-loire,7.083,58
8744,2019,58194,nevers,3.154,58
8780,2019,74201,neydens,6.048,74
8782,2019,01275,neyron,6.937,1
11369,2019,17300,la rochelle,3.137,17
11484,2019,77389,la rochette,3.264,77
11486,2019,06108,la roquette-sur-siagne,7.729,6
11490,2019,05161,la salle-les-alpes,2.901,5
11497,2019,31526,la salvetat-saint-gilles,5.686,31
11498,2019,83126,la seyne-sur-mer,4.017,83
11583,2019,23176,la souterraine,3.684,23
11587,2019,72346,la suze-sur-sarthe,5.342,72
11588,2019,42305,la talaudière,3.682,42
11593,2019,33529,la teste-de-buch,4.882,33
11603,2019,69250,la tour-de-salvagny,7.042,69
11611,2019,38509,la tour-du-pin,3.923,38
11617,2019,42311,la tour-en-jarez,5.843,42
11618,2019,85294,la tranche-sur-mer,3.247,85
11620,2019,17452,la tremblade,4.648,17
11622,2019,06149,la trinité,5.339,6
11629,2019,56258,la trinité-sur-mer,3.928,56
11631,2019,38516,la tronche,3.75,38
11638,2019,44211,la turballe,3.94,44
11646,2019,06150,la turbie,8.29,6
11649,2019,83144,la valette-du-var,4.343,83
11663,2019,38537,la verpillière,4.74,38
11668,2019,78644,la verrière,2.984,78
11677,2019,37273,la ville-aux-dames,4.888,37
11678,2019,91665,la ville-du-bois,6.023,91
11683,2019,68173,labaroche,5.563,68
11684,2019,31248,labarthe-sur-lèze,5.423,31
11686,2019,31252,labastide-saint-sernin,8.196,31
11687,2019,40133,labenne,5.356,40
11691,2019,07116,labégude,4.834,7
11693,2019,33214,lacanau,4.032,33
11697,2019,81124,lacaune,4.496,81
11698,2019,31259,lacroix-falgarde,8.125,31
11699,2019,01202,lagnieu,5.96,1
11705,2019,77243,lagny-sur-marne,4.16,77
11739,2019,17200,lagord,5.278,17
11740,2019,60342,laigneville,5.417,60
11741,2019,35139,laillé,6.178,35
11742,2019,01203,laiz,7.301,1
11743,2019,59327,lallaing,4.387,59
11745,2019,34126,lamalou-les-bains,4.436,34
11746,2019,22093,lamballe-armor,5.108,22
11751,2019,59328,lambersart,3.789,59
11781,2019,13050,lambesc,7.442,13
11786,2019,60346,lamorlaye,8.002,60
11792,2019,41106,lamotte-beuvron,5.013,41
11793,2019,39275,lamoura,4.525,39
11795,2019,29103,landerneau,3.907,29
11810,2019,29105,landivisiau,4.416,29
11811,2019,59331,landrecies,4.572,59
11812,2019,29101,landéda,5.609,29
11813,2019,56097,landévant,5.812,56
11814,2019,56098,lanester,3.475,56
11836,2019,54300,laneuveville-devant-nancy,4.527,54
11840,2019,43112,langeac,3.952,43
11841,2019,37123,langeais,5.043,37
11842,2019,48080,langogne,3.664,48
11844,2019,33227,langon,4.457,33
11845,2019,52269,langres,3.17,52
11851,2019,22106,langueux,4.941,22
11852,2019,29111,lanhouarneau,6.319,29
11853,2019,22113,lannion,4.381,22
11869,2019,59332,lannoy,3.256,59
11873,2019,38205,lans-en-vercors,5.647,38
11876,2019,34127,lansargues,6.468,34
11877,2019,33229,lanton,5.696,33
11880,2019,22118,lanvallay,5.164,22
11882,2019,29120,lanvéoc,5.395,29
11883,2019,13051,lançon-provence,7.692,13
11884,2019,02408,laon,3.565,2
11909,2019,31273,lapeyrouse-fossat,8.778,31
11910,2019,62489,lapugnoy,4.688,62
11911,2019,56107,larmor-plage,4.59,56
11913,2019,09157,laroque-d'olmes,4.59,9
11914,2019,66093,laroque-des-albères,5.942,66
11915,2019,66095,latour-de-carol,4.157,66
11916,2019,34129,lattes,5.208,34
11932,2019,30141,laudun-l'ardoise,6.379,30
11934,2019,31282,launaguet,4.759,31
11943,2019,11198,laure-minervois,5.728,11
11944,2019,53130,laval,3.302,53
12017,2019,11199,lavalette,6.669,11
12018,2019,39286,lavans-lès-saint-claude,4.794,39
12020,2019,62491,laventie,6.374,62
12021,2019,31287,lavernose-lacasse,6.477,31
12024,2019,34134,lavérune,5.722,34
12026,2019,54304,laxou,3.009,54
12040,2019,66017,le barcarès,1.822,66
12063,2019,33029,le barp,7.177,33
12065,2019,83016,le beausset,6.6,83
12069,2019,44014,le bignon,5.946,44
12071,2019,74034,le biot,4.264,74
12072,2019,36018,le blanc,4.41,36
12074,2019,93007,le blanc-mesnil,3.73,93
12127,2019,66024,le boulou,4.848,66
12129,2019,93013,le bourget,3.819,93
12151,2019,73051,le bourget-du-lac,5.082,73
12158,2019,33069,le bouscat,3.909,33
12176,2019,24068,le buisson-de-cadouin,5.414,24
12177,2019,06030,le cannet,3.508,6
12242,2019,83035,le castellet,7.514,83
12245,2019,59136,le cateau-cambrésis,4.327,59
12246,2019,63069,le cendre,3.976,63
12247,2019,42044,le chambon-feugerolles,2.896,42
12258,2019,78158,le chesnay-rocquencourt,3.04,78
12333,2019,17093,le château-d'oléron,5.128,17
12334,2019,29040,le conquet,5.754,29
12335,2019,42071,le coteau,3.136,42
12340,2019,91179,le coudray-montceaux,5.209,91
12345,2019,71153,le creusot,2.795,71
12351,2019,44049,le croisic,3.164,44
12358,2019,80228,le crotoy,3.339,80
12362,2019,34090,le crès,5.747,34
12367,2019,76322,le grand-quevilly,3.253,76
12416,2019,30133,le grau-du-roi,1.724,30
12438,2019,33200,le haillan,4.566,33
12448,2019,76351,le havre,2.973,76
12659,2019,95268,garges-lès-gonesse,3.303,95
12721,2019,30125,garons,6.221,30
12723,2019,28172,gas,7.125,28
12724,2019,25263,gellin,6.314,25
12725,2019,69277,genas,6.564,69
12731,2019,69278,genay,5.394,69
12734,2019,59258,genech,6.054,59
12735,2019,42225,genilac,6.14,42
12736,2019,21292,genlis,4.88,21
12739,2019,92036,gennevilliers,2.26,92
12822,2019,94037,gentilly,2.554,94
12845,2019,63164,gerzat,4.014,63
12853,2019,01173,gex,4.754,1
12875,2019,59260,ghyvelde,6.086,59
12876,2019,45155,gien,4.476,45
12883,2019,91272,gif-sur-yvette,7.245,91
12897,2019,34113,gigean,5.979,34
12898,2019,13043,gignac-la-nerthe,6.805,13
12900,2019,25271,gilley,5.564,25
12901,2019,27284,gisors,4.411,27
12908,2019,08190,givet,4.889,8
12912,2019,69091,givors,3.48,69
12934,2019,71221,givry,6.071,71
12935,2019,38179,gières,3.42,38
12944,2019,87071,glandon,6.132,87
12945,2019,69092,gleizé,4.693,69
12953,2019,88209,golbey,3.717,88
12961,2019,91275,gometz-le-châtel,5.954,91
12963,2019,16154,gond-pontouvre,3.984,16
12964,2019,54232,gondreville,6.151,54
12965,2019,95277,gonesse,4.287,95
12995,2019,83067,gonfaron,6.046,83
12996,2019,76305,gonfreville-l'orcher,3.848,76
13005,2019,06067,gorbio,6.658,6
13006,2019,48146,gorges du tarn causses,3.234,48
13008,2019,29061,gouesnou,5.276,29
13010,2019,06068,gourdon,6.765,6
13011,2019,76312,gournay-en-bray,4.324,76
13015,2019,93033,gournay-sur-marne,5.444,93
13023,2019,95280,goussainville,4.883,95
13047,2019,60282,gouvieux,6.502,60
13051,2019,35123,goven,6.03,35
13052,2019,64245,goès,5.036,64
13053,2019,33192,gradignan,3.807,33
13060,2019,31228,gragnague,7.418,31
13063,2019,27105,grand bourgtheroulde,5.987,27
13064,2019,25284,grand-charmont,3.176,25
13069,2019,76319,grand-couronne,4.043,76
13074,2019,59272,grand-fort-philippe,4.006,59
13076,2019,14312,grandcamp-maisy,4.404,14
13077,2019,59271,grande-synthe,3.031,59
13098,2019,50218,granville,3.615,50
13104,2019,06069,grasse,5.259,6
13142,2019,31230,gratentour,5.632,31
13145,2019,59273,gravelines,5.676,59
13149,2019,13045,graveson,7.066,13
13151,2019,27299,gravigny,4.173,27
13157,2019,70279,gray,3.264,70
13167,2019,31232,grenade,5.52,31
13170,2019,77215,gretz-armainvilliers,5.122,77
13181,2019,02355,gricourt,7.266,2
13182,2019,69096,grigny,4.242,69
13184,2019,91286,grigny,2.697,91
13218,2019,83068,grimaud,7.23,83
13221,2019,82075,grisolles,6.291,82
13225,2019,77217,grisy-suisnes,6.821,77
13227,2019,01181,groissiat,6.436,1
13228,2019,85103,grosbreuil,7.12,85
13229,2019,95288,groslay,5.734,95
13232,2019,90054,grosmagny,5.377,90
13233,2019,02359,grugies,4.861,2
13234,2019,11170,gruissan,2.067,11
13241,2019,13046,gréasque,8.037,13
13242,2019,73128,grésy-sur-aix,5.636,73
13246,2019,73129,grésy-sur-isère,5.291,73
13247,2019,69094,grézieu-la-varenne,6.183,69
13253,2019,68112,guebwiller,3.219,68
13272,2019,56075,guer,5.687,56
13273,2019,78291,guerville,7.76,78
13275,2019,71230,gueugnon,3.962,71
13276,2019,35126,guichen,5.575,35
13277,2019,56078,guidel,5.328,56
13278,2019,77222,guignes,5.976,77
13279,2019,29069,guilers,5.038,29
13281,2019,07102,guilherand-granges,3.525,7
13300,2019,22070,guingamp,3.153,22
13305,2019,29075,guipavas,4.937,29
13307,2019,35128,guipel,6.002,35
13308,2019,02361,guise,4.493,2
13313,2019,33199,gujan-mestras,5.75,33
13326,2019,78297,guyancourt,4.171,78
13369,2019,57269,guénange,3.779,57
13376,2019,44069,guérande,5.625,44
13382,2019,23096,guéret,3.1,23
13399,2019,64249,guéthary,4.15,64
13400,2019,62397,guînes,4.868,62
13402,2019,13042,gémenos,8.36,13
13403,2019,26139,génissieux,6.861,26
13404,2019,01171,géovreisset,7.209,1
13405,2019,88196,gérardmer,4.414,88
13415,2019,35120,gévezé,5.035,35
13417,2019,68118,habsheim,5.134,68
13422,2019,74140,habère-poche,5.348,74
13423,2019,57282,hagen,7.799,57
13424,2019,59278,hallennes-lez-haubourdin,4.411,59
13425,2019,59279,halluin,4.289,59
13433,2019,57289,hambach,5.454,57
13435,2019,62412,hardinghen,5.618,62
13436,2019,78299,hardricourt,4.88,78
13437,2019,76341,harfleur,3.556,76
13444,2019,02371,harly,3.982,2
13447,2019,62413,harnes,3.795,62
13448,2019,64256,hasparren,5.428,64
13449,2019,59286,haubourdin,3.785,59
13457,2019,57303,hauconcourt,4.492,57
13458,2019,54254,haucourt-moulaine,4.072,54
13459,2019,44071,haute-goulaine,6.568,44
13461,2019,73132,hauteluce,3.225,73
13464,2019,59291,hautmont,3.802,59
13466,2019,39368,hauts de bienne,3.573,39
13472,2019,59292,haveluy,3.519,59
13473,2019,57306,hayange,4.073,57
13476,2019,59295,hazebrouck,4.154,59
13483,2019,54257,heillecourt,4.752,54
13486,2019,59299,hem,3.988,59
13496,2019,64260,hendaye,2.663,64
13525,2019,56083,hennebont,3.906,56
13531,2019,95306,herblay-sur-seine,4.766,95
13553,2019,60310,herchies,7.506,60
13554,2019,14325,hermanville-sur-mer,5.305,14
