,annee,code,nom,conso,dept
54725,2019,79329,thouars,4.105,79
54729,2019,44204,thouaré-sur-loire,4.85,44
54734,2019,59592,thumeries,5.572,59
54735,2019,69249,thurins,6.612,69
54737,2019,74278,thyez,5.187,74
54743,2019,06138,théoule-sur-mer,5.113,6
54747,2019,91617,tigery,5.674,91
54749,2019,45324,tigy,7.01,45
54750,2019,62817,tilloy-lès-mofflaines,4.26,62
54751,2019,60639,tillé,5.456,60
54752,2019,51573,tinqueux,3.686,51
54762,2019,54526,tomblaine,3.79,54
54766,2019,17449,tonnay-charente,5.133,17
54768,2019,47310,tonneins,4.439,47
54769,2019,89418,tonnerre,3.811,89
54773,2019,77468,torcy,3.782,77
54807,2019,66212,torreilles,4.406,66
54809,2019,40317,tosse,6.702,40
54812,2019,89419,toucy,5.22,89
54815,2019,54528,toul,4.015,54
54818,2019,07323,toulaud,6.984,7
54819,2019,83137,toulon,3.413,83
55005,2019,66213,toulouges,5.476,66
55629,2019,88383,remiremont,3.481,88
55640,2019,38332,renage,5.458,38
55645,2019,35238,rennes,2.327,35
56152,2019,08362,rethel,3.812,8
56160,2019,35239,retiers,5.991,35
56161,2019,43162,retournac,4.406,43
56162,2019,38336,reventin-vaugris,7.439,38
56163,2019,44143,rezé,3.332,44
56215,2019,56193,riantec,4.408,56
56216,2019,68269,ribeauvillé,3.729,68
56219,2019,37196,richelieu,5.505,37
56220,2019,57582,richemont,4.756,57
56221,2019,68270,richwiller,5.695,68
56227,2019,68271,riedisheim,3.843,68
56238,2019,31454,rieumes,5.573,31
56239,2019,59502,rieux-en-cambrésis,4.997,59
56240,2019,69286,rillieux-la-pape,3.161,69
56301,2019,63300,riom,3.511,63
56309,2019,15162,riom-ès-montagnes,4.275,15
56310,2019,42184,riorges,4.104,42
56315,2019,70447,rioz,5.902,70
56316,2019,68277,riquewihr,5.244,68
56317,2019,91521,ris-orangis,3.224,91
56347,2019,32344,riscle,4.76,32
56348,2019,05119,risoul,2.196,5
56351,2019,42186,rive-de-gier,3.426,42
56367,2019,80674,rivery,3.794,80
56368,2019,38337,rives,4.015,38
56375,2019,76164,rives-en-seine,4.839,76
56376,2019,66164,rivesaltes,4.885,66
56378,2019,68278,rixheim,4.644,68
56392,2019,42187,roanne,2.584,42
56438,2019,83106,rocbaron,7.998,83
56439,2019,42189,roche-la-molière,3.653,42
56443,2019,25495,roche-lez-beaupré,5.258,25
56445,2019,37203,rochecorbon,6.534,37
56446,2019,17299,rochefort,3.72,17
56463,2019,30217,rochefort-du-gard,7.906,30
56464,2019,12202,rodez,3.106,12
56508,2019,13081,rognac,6.49,13
56510,2019,13083,rognonas,6.949,13
56512,2019,07197,roiffieux,5.684,7
56513,2019,77390,roissy-en-brie,4.572,77
56529,2019,95527,roissy-en-france,5.813,95
56531,2019,63307,romagnat,4.575,63
56535,2019,93063,romainville,3.038,93
56585,2019,26281,romans-sur-isère,3.443,26
56599,2019,27493,romilly-sur-andelle,5.993,27
56600,2019,10323,romilly-sur-seine,4.036,10
56611,2019,41194,romorantin-lanthenay,4.717,41
56618,2019,59507,ronchin,3.535,59
56625,2019,59508,roncq,4.532,59
56650,2018,94001,ablon-sur-seine,3.88,94
56659,2018,38001,abrets en dauphine,6.075,38
56664,2018,78005,acheres,3.707,78
56705,2018,62004,achicourt,3.597,62
56710,2018,35001,acigne,4.81,35
56716,2018,34003,agde,2.708,34
56762,2018,47001,agen,3.173,47
56789,2018,50002,agneaux,5.625,50
56790,2018,50003,agon-coutainville,4.793,50
56792,2018,64009,ahetze,7.659,64
56795,2018,61214,aigle,3.695,61
56796,2018,73002,aiguebelle,5.51,73
56797,2018,30006,aimargues,6.845,30
56798,2018,62014,aire-sur-la-lys,4.965,62
56799,2018,13001,aix-en-provence,4.363,13
56952,2018,73008,aix-les-bains,3.422,73
56998,2018,87001,aixe-sur-vienne,4.694,87
56999,2018,80016,albert,3.989,80
57000,2018,73011,albertville,3.547,73
57036,2018,81004,albi,3.912,81
57077,2018,69003,albigny-sur-saone,4.704,69
57078,2018,61001,alencon,3.06,61
57096,2018,30007,ales,3.582,30
57150,2018,94002,alfortville,3.228,94
57236,2018,57012,algrange,3.917,57
57240,2018,13002,allauch,6.93,13
57245,2018,74005,allinges,7.157,74
57246,2018,60009,allonne,6.271,60
57247,2018,72003,allonnes,3.238,72
57258,2018,73015,allues,3.942,73
57260,2018,68004,altkirch,3.823,68
57267,2018,33003,ambares-et-lagrave,5.802,33
57272,2018,87002,ambazac,5.469,87
57273,2018,01004,amberieu-en-bugey,4.519,1
57282,2018,63003,ambert,3.895,63
57284,2018,33004,ambes,5.319,33
57285,2018,74008,ambilly,3.046,74
57301,2018,60010,amblainville,7.096,60
57302,2018,37003,amboise,4.479,37
57308,2018,66003,amelie-les-bains-palalda,2.96,66
57316,2018,76005,amfreville-la-mi-voie,4.246,76
57318,2018,80021,amiens,2.974,80
57480,2018,45004,amilly,4.945,45
57481,2018,68005,ammerschwihr,5.127,68
57482,2018,69006,amplepuis,4.14,69
57484,2018,44003,ancenis,3.705,44
57492,2018,27016,andelys,4.689,27
57494,2018,33005,andernos-les-bains,5.433,33
57499,2018,60012,andeville,6.169,60
57500,2018,95014,andilly,6.514,95
57502,2018,06003,andon,3.755,6
57504,2018,78015,andresy,4.354,78
57516,2018,42005,andrezieux-boutheon,3.656,42
57519,2018,28007,anet,5.795,28
57520,2018,49007,angers,2.845,49
57767,2018,27017,angerville-la-campagne,7.152,27
57769,2018,30011,angles,5.775,30
57771,2018,66004,angles,2.77,66
57782,2018,64024,anglet,3.933,64
57833,2018,16015,angouleme,3.139,16
57883,2019,01376,saint-maurice-de-beynost,4.493,1
57886,2019,38425,saint-maurice-l'exil,6.669,38
57889,2019,54482,saint-max,2.88,54
57899,2019,60589,saint-maximin,5.185,60
57903,2019,83116,saint-maximin-la-sainte-baume,7.379,83
57911,2019,51506,saint-memmie,3.587,51
57917,2019,16341,saint-michel,3.923,16
57919,2019,44182,saint-michel-chef-chef,3.856,44
57920,2019,88428,saint-michel-sur-meurthe,5.973,88
57921,2019,91570,saint-michel-sur-orge,3.246,91
57945,2019,55463,saint-mihiel,3.885,55
57946,2019,33449,saint-médard-en-jalles,5.409,33
57960,2019,35297,saint-méen-le-grand,4.931,35
57961,2019,44184,saint-nazaire,3.218,44
57992,2019,30288,saint-nazaire,4.706,30
58022,2019,34280,saint-nazaire-de-pézan,7.187,34
58023,2019,62764,saint-nicolas,2.847,62
58028,2019,76624,saint-nicolas-d'aliermont,5.492,76
58029,2019,54483,saint-nicolas-de-port,5.016,54
58031,2019,38433,saint-nizier-du-moucherotte,6.531,38
58032,2019,56231,saint-nolff,6.136,56
58033,2019,62765,saint-omer,3.647,62
58040,2019,60590,saint-omer-en-chaussée,5.786,60
58041,2019,31506,saint-orens-de-gameville,4.177,31
58055,2019,95572,saint-ouen-l'aumône,4.004,95
58078,2019,93070,saint-ouen-sur-seine,3.055,93
58175,2019,64493,saint-palais,5.001,64
58176,2019,17380,saint-palais-sur-mer,4.043,17
58179,2019,10357,saint-parres-aux-tertres,5.518,10
58180,2019,77430,saint-pathus,7.473,77
58181,2019,06128,saint-paul-de-vence,10.511,6
58182,2019,40279,saint-paul-lès-dax,4.555,40
58191,2019,40280,saint-perdon,6.009,40
58192,2019,56234,saint-pierre-quiberon,3.513,56
58197,2019,73270,saint-pierre-d'albigny,5.194,73
58199,2019,64496,saint-pierre-d'irube,4.28,64
58201,2019,17385,saint-pierre-d'oléron,4.496,17
58202,2019,69289,saint-pierre-de-chandieu,6.758,69
58203,2019,37233,saint-pierre-des-corps,2.984,37
58218,2019,40281,saint-pierre-du-mont,4.93,40
58221,2019,91573,saint-pierre-du-perray,4.12,91
58230,2019,74250,saint-pierre-en-faucigny,4.966,74
58233,2019,69231,saint-pierre-la-palud,6.802,69
58234,2019,76640,saint-pierre-lès-elbeuf,4.373,76
58235,2019,77431,saint-pierre-lès-nemours,5.797,77
58236,2019,25525,saint-point-lac,5.112,25
58237,2019,29259,saint-pol-de-léon,4.255,29
58239,2019,62767,saint-pol-sur-ternoise,3.862,62
58242,2019,04195,saint-pons,4.896,4
58243,2019,69290,saint-priest,3.237,69
58305,2019,42275,saint-priest-en-jarez,3.409,42
58308,2019,30294,saint-privat-des-vieux,6.54,30
58310,2019,95574,saint-prix,7.287,95
58311,2019,45298,saint-pryvé-saint-mesmin,5.313,45
58312,2019,07281,saint-péray,5.462,7
58315,2019,22325,saint-quay-portrieux,3.483,22
58318,2019,02691,saint-quentin,3.434,2
58349,2019,38449,saint-quentin-fallavier,5.345,38
58350,2019,30295,saint-quentin-la-poterie,6.295,30
58351,2019,26325,saint-rambert-d'albon,5.35,26
58352,2019,83118,saint-raphaël,4.646,83
58418,2019,29260,saint-renan,4.831,29
58421,2019,76647,saint-romain-de-colbosc,5.478,76
58422,2019,38451,saint-romain-de-jalionas,7.912,38
58424,2019,71475,saint-rémy,4.48,71
58425,2019,13100,saint-rémy-de-provence,7.577,13
58427,2019,78576,saint-rémy-l'honoré,10.193,78
58429,2019,78575,saint-rémy-lès-chevreuse,5.721,78
58432,2019,72320,saint-saturnin,6.423,72
58433,2019,59544,saint-saulve,3.868,59
58441,2019,17396,saint-sauveur-d'aunis,7.645,17
58442,2019,13101,saint-savournin,7.68,13
58443,2019,38459,saint-sorlin-de-vienne,7.685,38
58444,2019,81271,saint-sulpice-la-pointe,6.309,81
58447,2019,59546,saint-sylvestre-cappel,6.076,59
58448,2019,47280,saint-sylvestre-sur-lot,5.774,47
58449,2019,69291,saint-symphorien-d'ozon,5.768,69
58451,2019,69238,saint-symphorien-sur-coise,5.056,69
58453,2019,44190,saint-sébastien-sur-loire,3.779,44
58475,2019,77438,saint-thibault-des-vignes,4.736,77
58478,2019,83119,saint-tropez,7.286,83
58479,2019,26332,saint-uze,4.889,26
58480,2019,76655,saint-valery-en-caux,5.203,76
58481,2019,26333,saint-vallier,3.259,26
58483,2019,71486,saint-vallier,4.633,71
58485,2019,06130,saint-vallier-de-thiey,6.727,6
58486,2019,62770,saint-venant,5.335,62
58487,2019,38464,saint-victor-de-cessieu,6.904,38
58488,2019,13102,saint-victoret,7.01,13
58489,2019,40284,saint-vincent-de-tyrosse,5.668,40
58492,2019,85278,saint-vincent-sur-jard,3.677,85
58494,2019,25527,saint-vit,4.712,25
58495,2019,17413,saint-vivien,6.671,17
58496,2019,91579,saint-vrain,6.402,91
58497,2019,95580,saint-witz,10.174,95
58498,2019,87187,saint-yrieix-la-perche,4.696,87
58499,2019,16358,saint-yrieix-sur-charente,5.352,16
58500,2019,83120,saint-zacharie,7.011,83
58502,2019,38382,saint-égrève,3.08,38
58534,2019,42218,saint-étienne,2.394,42
58872,2019,62746,saint-étienne-au-mont,4.152,62
58874,2019,37217,saint-étienne-de-chigny,6.512,37
58875,2019,44158,saint-étienne-de-montluc,6.403,44
58877,2019,38384,saint-étienne-de-saint-geoirs,5.339,38
58878,2019,13094,saint-étienne-du-grès,8.381,13
58880,2019,76575,saint-étienne-du-rouvray,3.531,76
58892,2019,88415,saint-étienne-lès-remiremont,4.508,88
58894,2019,76552,sainte-adresse,4.21,76
58906,2019,83111,sainte-anastasie-sur-issole,7.241,83
58907,2019,76566,sainte-austreberthe,6.337,76
58908,2019,62744,sainte-catherine,3.845,62
58910,2019,69189,sainte-colombe,3.516,69
58914,2019,68294,sainte-croix-aux-mines,4.074,68
58915,2019,33397,sainte-eulalie,6.039,33
58917,2019,69201,sainte-foy-l'argentière,4.579,69
58919,2019,69202,sainte-foy-lès-lyon,3.773,69
58956,2019,60575,sainte-geneviève,6.206,60
58957,2019,91549,sainte-geneviève-des-bois,4.417,91
59000,2019,73241,sainte-hélène-sur-isère,6.232,73
59001,2019,44172,sainte-luce-sur-loire,4.518,44
59005,2019,68298,sainte-marie-aux-mines,3.625,68
59007,2019,66182,sainte-marie-la-mer,3.707,66
59010,2019,83115,sainte-maxime,5.598,83
59043,2018,17010,angoulins,6.231,17
59045,2018,62032,angres,4.423,62
59046,2018,59008,aniche,4.248,59
59048,2018,02018,anizy-le-chateau,4.953,2
59049,2018,74010,annecy,3.092,74
59322,2018,74012,annemasse,2.904,74
59411,2018,62034,annequin,5.277,62
59412,2018,77005,annet-sur-marne,6.563,77
59413,2018,07010,annonay,3.487,7
59425,2018,04008,annot,4.591,4
59426,2018,59011,ann×ullin,4.575,59
59427,2018,88009,anould,5.232,88
59428,2018,69009,anse,5.656,69
59429,2018,74013,anthy-sur-leman,6.398,74
59431,2018,06004,antibes,3.699,6
59576,2018,92002,antony,4.091,92
59668,2018,59014,anzin,3.449,59
59674,2018,38012,aoste,5.869,38
59675,2018,84003,apt,5.102,84
59680,2018,74014,araches-la-frasse,2.773,74
59688,2018,30012,aramon,6.303,30
59689,2018,01014,arbent,4.538,1
59692,2018,73018,arbin,5.265,73
59693,2018,39013,arbois,4.475,39
59695,2018,69010,arbresle,4.916,69
59698,2018,33009,arcachon,3.0,33
59744,2018,74016,archamps,6.169,74
59745,2018,83004,arcs,6.802,83
59747,2018,94003,arcueil,2.932,94
59779,2018,62038,ardres,5.386,62
59780,2018,74018,arenthon,7.084,74
59782,2018,33011,ares,5.598,33
59786,2018,65025,argeles-gazost,3.655,65
59791,2018,66008,argeles-sur-mer,3.25,66
59803,2018,11012,argeliers,6.966,11
59804,2018,61006,argentan,3.823,61
59814,2018,95018,argenteuil,3.727,95
59952,2018,05006,argentiere-la-bessee,4.594,5
59953,2018,36006,argenton-sur-creuse,3.785,36
59959,2018,35006,argentre-du-plessis,6.192,35
59960,2018,13004,arles,4.95,13
59984,2018,59015,arleux,5.15,59
59985,2018,59017,armentieres,3.606,59
59994,2018,19011,arnac-pompadour,5.381,19
59995,2018,69013,arnas,5.991,69
59997,2018,21023,arnay-le-duc,4.876,21
59998,2018,95019,arnouville,5.179,95
60005,2018,91021,arpajon,3.743,91
60021,2018,15012,arpajon-sur-cere,4.878,15
60022,2018,62040,arques,4.029,62
60025,2018,56003,arradon,5.607,56
60026,2018,62041,arras,3.415,62
60070,2018,74021,arthaz-pont-notre-dame,8.01,74
60071,2018,95355,arthieul,5.462,95
60074,2018,33013,artigues-pres-bordeaux,5.911,33
60079,2018,17021,arvert,6.253,17
60080,2018,56005,arzon,3.623,56
60081,2018,64065,ascain,5.733,64
60264,2019,69264,villefranche-sur-saône,3.075,69
60352,2019,94076,villejuif,2.954,94
60436,2019,91666,villejust,7.718,91
60437,2019,91667,villemoisson-sur-orge,6.911,91
60438,2019,66226,villemolaque,6.181,66
60439,2019,93077,villemomble,3.764,93
60466,2019,31584,villemur-sur-tarn,5.593,31
60467,2019,33550,villenave-d'ornon,3.961,33
60500,2019,06161,villeneuve-loubet,4.845,6
60510,2019,94078,villeneuve-saint-georges,3.812,94
60557,2019,02805,villeneuve-saint-germain,3.988,2
60559,2019,31588,villeneuve-tolosane,5.054,31
60564,2019,59009,villeneuve-d'ascq,3.6,59
60611,2019,09336,villeneuve-d'olmes,4.938,9
60612,2019,66227,villeneuve-de-la-raho,6.35,66
60613,2019,92078,villeneuve-la-garenne,2.704,92
60647,2019,77508,villeneuve-le-comte,6.836,77
60648,2019,94077,villeneuve-le-roi,3.932,94
60658,2019,30351,villeneuve-lès-avignon,6.54,30
60661,2019,34336,villeneuve-lès-béziers,5.534,34
60662,2019,34337,villeneuve-lès-maguelone,5.976,34
60663,2019,47323,villeneuve-sur-lot,4.452,47
60669,2019,78672,villennes-sur-seine,6.639,78
60676,2019,77513,villenoy,5.267,77
60682,2019,77514,villeparisis,4.856,77
60710,2019,93078,villepinte,4.386,93
60741,2019,78674,villepreux,4.671,78
60748,2019,14752,villers-bocage,4.815,14
60749,2019,02810,villers-cotterêts,3.812,2
60768,2019,60684,villers-saint-paul,4.38,60
60770,2019,54578,villers-lès-nancy,3.343,54
60783,2019,60686,villers-sous-saint-leu,7.152,60
60784,2019,14754,villers-sur-mer,2.065,14
60798,2019,54580,villerupt,3.597,54
60802,2019,93079,villetaneuse,3.313,93
60809,2019,38557,villette-d'anthon,7.695,38
60811,2019,38558,villette-de-vienne,7.264,38
60812,2019,69266,villeurbanne,2.733,69
61159,2019,95680,villiers-le-bel,4.124,95
61200,2019,94079,villiers-sur-marne,2.555,94
61216,2019,91685,villiers-sur-orge,4.759,91
61217,2019,61508,vimoutiers,3.836,61
61220,2019,94080,vincennes,3.294,94
61364,2019,69157,vindry-sur-turdine,6.309,69
61365,2019,41295,vineuil,5.411,41
61367,2019,83150,vinon-sur-verdon,6.973,83
61368,2019,14762,vire normandie,4.545,14
61374,2019,01451,viriat,5.94,1
61376,2019,78686,viroflay,3.631,78
61392,2019,74309,viry,6.105,74
61395,2019,91687,viry-châtillon,3.608,91
61449,2019,54588,vitrimont,7.442,54
61450,2019,13117,vitrolles,4.632,13
61462,2019,62865,vitry-en-artois,4.701,62
61463,2019,51649,vitry-le-françois,2.929,51
61467,2019,94081,vitry-sur-seine,3.065,94
62389,2019,95480,parmain,6.1,95
62390,2019,89287,paron,4.944,89
62393,2019,79202,parthenay,3.646,79
62398,2019,37179,parçay-meslay,6.325,37
62399,2019,74208,passy,5.097,74
62405,2019,64445,pau,2.639,64
62552,2019,43148,paulhaguet,3.681,43
62553,2019,59456,pecquencourt,4.045,59
62555,2019,06091,peille,6.816,6
62556,2019,84088,pernes-les-fontaines,7.179,84
62559,2019,66136,perpignan,3.349,66
62680,2019,74210,perrignier,6.727,74
62681,2019,21481,perrigny-lès-dijon,4.429,21
62683,2019,22168,perros-guirec,3.78,22
62693,2019,95487,persan,4.412,95
62710,2019,84089,pertuis,6.183,84
65214,2019,92004,asnières-sur-seine,3.272,92
65249,2019,06006,aspremont,9.624,6
65250,2019,59021,assevent,4.253,59
65251,2019,38017,assieu,8.092,38
65252,2019,91027,athis-mons,3.483,91
65312,2019,01024,attignat,5.882,1
65313,2019,13005,aubagne,4.69,13
65330,2019,07019,aubenas,4.163,7
65341,2019,78029,aubergenville,4.775,78
65366,2019,93001,aubervilliers,3.015,93
65486,2019,62045,aubigny-en-artois,5.176,62
65487,2019,18015,aubigny-sur-nère,5.6,18
65488,2019,63014,aubière,3.907,63
65494,2019,23008,aubusson,3.137,23
65497,2019,59028,auby,3.783,59
65499,2019,31022,aucamville,4.791,31
65510,2019,32013,auch,4.032,32
65520,2019,62048,auchel,3.837,62
65525,2019,39024,audelange,5.503,39
65526,2019,33019,audenge,5.492,33
65529,2019,29003,audierne,3.787,29
65530,2019,25031,audincourt,3.248,25
65545,2019,57038,audun-le-tiche,3.559,57
65548,2019,63019,aulnat,3.212,63
65550,2019,93005,aulnay-sous-bois,3.576,93
65631,2019,59032,aulnoy-lez-valenciennes,3.406,59
65637,2019,59033,aulnoye-aymeries,3.605,59
65639,2019,80039,ault,2.901,80
65640,2019,76035,aumale,4.228,76
65641,2019,57041,aumetz,4.758,57
65642,2019,60028,aumont-en-halatte,10.036,60
65643,2019,28015,auneau-bleury-saint-symphorien,5.943,28
65645,2019,56007,auray,3.652,56
65661,2019,43012,aurec-sur-loire,4.659,43
65664,2019,65047,aureilhan,4.152,65
65668,2019,15014,aurillac,2.984,15
65713,2019,13007,auriol,7.625,13
65714,2019,81021,aussillon,3.84,81
65715,2019,31032,aussonne,6.432,31
65718,2019,31033,auterive,5.078,31
65720,2019,60030,auteuil,6.963,60
65721,2019,38225,autrans-méaudre en vercors,4.434,38
65722,2019,71014,autun,2.927,71
65735,2019,89024,auxerre,3.323,89
65790,2019,21038,auxonne,4.29,21
65794,2019,31035,auzeville-tolosane,3.937,31
65795,2019,89025,avallon,4.108,89
65806,2019,59037,avesnes-les-aubert,5.11,59
65807,2019,59036,avesnes-sur-helpe,3.784,59
65808,2019,84007,avignon,3.784,84
65897,2019,62065,avion,3.673,62
65903,2019,37011,avoine,7.65,37
65904,2019,77014,avon,2.885,77
65923,2019,50025,avranches,4.228,50
65930,2019,49015,avrillé,4.049,49
65942,2019,09032,ax-les-thermes,3.075,9
65947,2019,31004,ayguesvives,6.549,31
65948,2019,74024,ayse,6.705,74
65949,2019,17028,aytré,4.216,17
65956,2019,51030,aý-champagne,5.07,51
65960,2019,54039,baccarat,3.831,54
65961,2019,59042,bachy,6.647,59
65962,2019,76051,bacqueville-en-caux,6.417,76
65964,2019,56008,baden,6.587,56
65965,2019,77016,bagneaux-sur-loing,4.398,77
65966,2019,92007,bagneux,2.642,92
66056,2019,61483,bagnoles de l'orne normandie,4.291,61
66059,2019,93006,bagnolet,2.733,93
66123,2019,30028,bagnols-sur-cèze,4.14,30
66132,2019,65059,bagnères-de-bigorre,2.697,65
66140,2019,31042,bagnères-de-luchon,2.384,31
66147,2019,21043,baigneux-les-juifs,4.116,21
66148,2019,34022,baillargues,6.098,34
66150,2019,59043,bailleul,4.877,59
66151,2019,60041,bailleul-sur-thérain,6.242,60
66152,2019,78043,bailly,4.708,78
66153,2019,77018,bailly-romainvilliers,5.725,77
66168,2019,35012,bain-de-bretagne,5.212,35
66172,2019,08043,balan,4.293,8
66173,2019,34024,balaruc-le-vieux,6.923,34
66174,2019,34023,balaruc-les-bains,3.55,34
66180,2019,42011,balbigny,4.795,42
66182,2019,68015,baldersheim,5.148,68
66184,2019,91044,ballainvilliers,5.28,91
66187,2019,37018,ballan-miré,5.873,37
66191,2019,91045,ballancourt-sur-essonne,5.156,91
66195,2019,31044,balma,4.367,31
66225,2019,83009,bandol,3.552,83
66247,2019,66016,banyuls-sur-mer,3.459,66
66253,2019,62080,bapaume,3.654,62
66254,2019,55029,bar-le-duc,3.28,55
66271,2019,10033,bar-sur-aube,3.64,10
66275,2019,12056,baraqueville,5.482,12
66276,2019,73029,barberaz,3.576,73
66285,2019,73030,barby,3.801,73
66288,2019,04019,barcelonnette,3.412,4
66291,2019,76057,barentin,4.755,76
66294,2019,50030,barfleur,4.898,50
66295,2019,50031,barneville-carteret,4.604,50
66296,2019,68021,bartenheim,4.875,68
66298,2019,34025,bassan,6.273,34
66299,2019,44009,basse-goulaine,6.028,44
66305,2019,73031,bassens,3.125,73
66312,2019,33032,bassens,4.347,33
66317,2019,89029,bassou,5.835,89
66318,2019,44010,batz-sur-mer,3.335,44
66319,2019,56010,baud,5.179,56
66320,2019,25047,baume-les-dames,4.346,25
66321,2019,14046,bavent,7.328,14
66322,2019,90008,bavilliers,3.617,90
66328,2019,14047,bayeux,3.765,14
66338,2019,64102,bayonne,2.868,64
66436,2019,08053,bazeilles,4.512,8
66437,2019,65072,bazet,5.581,65
66438,2019,31048,baziège,6.528,31
66439,2019,85013,bazoges-en-paillers,6.339,85
66440,2019,30032,beaucaire,5.096,30
66441,2019,80062,beaucamps-le-vieux,4.816,80
66442,2019,95051,beauchamp,5.061,95
66449,2019,90009,beaucourt,4.322,90
66451,2019,49020,beaucouzé,4.624,49
66454,2019,45028,beaugency,4.469,45
66457,2019,06011,beaulieu-sur-mer,3.257,6
66463,2019,03019,beaulon,5.964,3
66464,2019,63032,beaumont,3.354,63
66471,2019,74031,beaumont,5.364,74
66478,2019,95052,beaumont-sur-oise,4.408,95
66486,2019,21054,beaune,3.929,21
66509,2019,69028,brindas,7.48,69
66510,2019,27116,brionne,4.588,27
66511,2019,49050,brissac loire aubance,6.724,49
66512,2019,19031,brive-la-gaillarde,3.407,19
66558,2019,43041,brives-charensac,3.151,43
66564,2019,38059,brié-et-angonnes,8.322,38
66565,2019,25097,brognard,7.423,25
66566,2019,69029,bron,2.884,69
66638,2019,49053,brossay,7.051,49
66639,2019,28061,brou,4.694,28
66642,2019,77055,brou-sur-chantereine,3.433,77
66645,2019,62178,bruay-la-buissière,3.409,62
66651,2019,59112,bruay-sur-l'escaut,3.914,59
66653,2019,33075,bruges,4.118,33
66679,2019,31091,bruguières,6.1,31
66683,2019,91114,brunoy,4.08,91
66706,2019,68056,brunstatt-didenheim,4.437,68
66708,2019,88078,bruyères,4.047,88
66710,2019,91115,bruyères-le-châtel,5.65,91
66712,2019,95116,bruyères-sur-oise,6.244,95
66713,2019,35047,bruz,3.856,35
66740,2019,94015,bry-sur-marne,4.911,94
66749,2019,35037,bréal-sous-montfort,5.343,35
66752,2019,91103,brétigny-sur-orge,4.005,91
66777,2019,78117,buc,4.851,78
66786,2019,78118,buchelay,5.768,78
66788,2019,76146,buchy,6.163,76
66789,2019,19033,bugeat,3.472,19
66790,2019,68058,buhl,4.565,68
66791,2019,62186,bully-les-mines,3.882,62
66794,2019,62188,burbure,4.335,62
66795,2019,91122,bures-sur-yvette,5.185,91
66800,2019,81042,burlats,6.303,81
66801,2019,68059,burnhaupt-le-bas,4.94,68
66802,2019,77058,bussy-saint-georges,3.636,77
66837,2019,86041,buxerolles,3.407,86
66838,2019,71070,buxy,5.585,71
66839,2019,01025,bâgé-dommartin,7.373,1
66840,2019,33039,bègles,3.414,33
66863,2019,34028,bédarieux,4.541,34
66864,2019,84016,bédarrides,6.637,84
66865,2019,35023,bédée,5.619,35
66866,2019,49027,bégrolles-en-mauges,6.442,49
66867,2019,01032,béligneux,5.546,1
66868,2019,40036,bénesse-maremne,5.458,40
66869,2019,29006,bénodet,4.475,29
66872,2019,51055,bétheny,4.461,51
66875,2019,62119,béthune,3.575,62
66901,2019,34032,béziers,3.939,34
66974,2019,13018,cabannes,7.066,13
66975,2019,66028,cabestany,5.267,66
66979,2019,14117,cabourg,2.331,14
66997,2019,94016,cachan,2.964,94
67034,2019,33080,cadaujac,5.817,33
67036,2019,14118,caen,2.679,14
67287,2019,06027,cagnes-sur-mer,3.97,6
67385,2019,46042,cahors,3.762,46
67392,2019,69033,cailloux-sur-fontaines,7.603,69
67395,2019,62193,calais,3.361,62
67441,2019,56029,calan,6.853,56
67442,2019,69034,caluire-et-cuire,3.355,69
67525,2019,30062,calvisson,5.938,30
67526,2019,84029,camaret-sur-aigues,6.78,84
67527,2019,33085,camblanes-et-meynac,6.981,33
67528,2019,64160,cambo-les-bains,4.44,64
67529,2019,59122,cambrai,3.781,59
67548,2019,62201,camiers,2.781,62
67551,2019,27126,campigny,7.012,27
67552,2019,35049,cancale,4.877,35
67555,2019,40063,candresse,6.915,40
67556,2019,49054,candé,6.23,49
67557,2019,66037,canet-en-roussillon,3.012,66
67579,2019,06029,cannes,3.062,6
67794,2019,66038,canohès,5.99,66
67798,2019,76157,canteleu,2.955,76
67805,2019,38034,beaurepaire,5.237,38
67810,2019,06012,beausoleil,4.026,6
67833,2019,22209,beaussais-sur-mer,5.373,22
67834,2019,60057,beauvais,3.298,60
67905,2019,69179,beauvallon,7.553,69
67906,2019,26042,beauvallon,5.019,26
67908,2019,31056,beauzelle,4.156,31
67909,2019,57058,behren-lès-forbach,2.722,57
67912,2019,90010,belfort,2.342,90
67990,2019,33042,belin-béliet,6.283,33
67994,2019,87011,bellac,4.206,87
67995,2019,42013,bellegarde-en-forez,5.51,42
67996,2019,03023,bellerive-sur-allier,4.409,3
67999,2019,02064,belleu,2.953,2
68000,2019,49060,bellevigne-les-châteaux,5.827,49
68001,2019,69019,belleville-en-beaujolais,4.657,69
68012,2019,55043,belleville-sur-meuse,3.842,55
68013,2019,01034,belley,4.542,1
68019,2019,01031,bellignat,4.231,1
68022,2019,95056,belloy-en-france,6.355,95
68023,2019,56013,belz,4.786,56
68024,2019,14059,benerville-sur-mer,3.368,14
68029,2019,62108,berck,3.213,62
68045,2019,24037,bergerac,4.243,24
68057,2019,68028,bergheim,4.694,68
68058,2019,59067,bergues,3.507,59
68059,2019,27056,bernay,4.07,27
68067,2019,38039,bernin,6.558,38
68069,2019,13014,berre-l'étang,5.309,13
68071,2019,06015,berre-les-alpes,6.65,6
68072,2019,25056,besançon,2.632,25
68337,2019,44013,besné,6.722,44
68338,2019,95060,bessancourt,5.2,95
68340,2019,82017,bessens,8.378,82
